Description,Image,Gender,Specifications
Oversized Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30336149/2024/8/6/7108e8a7-8985-4a0b-be01-0b12da50055a1722942453319-Kook-N-Keech-Women-Tshirts-551722942452874-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Solid Square Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/3/25/766c3848-2e03-4c11-afd1-830be5f1d71d1616674731784-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Scoop Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Pure Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30158086/2024/8/9/19f34d22-881c-4f01-8ff8-f98ae34810d41723203134272-Roadster-Women-Tshirts-6441723203133856-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29499156/2024/5/28/3a99a60d-c5f9-4cad-a068-77f4e77799d91716892370687-DILLINGER-Women-Tshirts-6021716892370311-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women High Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17569652/2022/3/17/71de142f-58c1-4011-863a-f8339ade55101647521279761FableStreetWomenWhitePureCottonT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'High Neck', 'Occasion': 'Work', 'Pattern': 'Solid'}"
Women  T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30206780/2024/7/12/616ea334-baf5-4e43-847c-bc94683531681720797158681TokyoTalkiesWomenTypographyT-shirt1.jpg",women,"{'Fabric': 'Polyester', 'Fit': 'Oversized', 'Length': 'Crop', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Typography Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29517250/2024/5/17/feb07d3b-12cf-4da4-80c0-8349d91610cf1715939558078-HRX-by-Hrithik-Roshan-Women-Tshirts-5161715939557687-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29059170/2024/4/18/4a8a2f78-a3de-4063-95e6-f377a77dff751713456514062TheSouledStoreWomenPrintedT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Unisex Printed Applique T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28073676/2024/3/7/5f610883-c757-498a-9066-e7ab21f226ca1709788854140MASCLNSASSAFRASUnisexPrintedAppliqueT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Conversational Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Floral Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30101093/2024/9/27/f65e5341-a2e9-48f7-9084-cd18725df9061727435604119-DressBerry-Textual-Expressions-Floral-Printed-T-shirt-928172-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Printed Oversized Crop T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24297226/2023/8/1/ac012567-6671-4707-848a-b91e4acd15de1690910318643GlobusWomenGreenPrintedPureCottonAppliqueBoxyT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Typography Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25808782/2023/11/9/a6be2826-4a45-4a0e-bf52-08bd2ea88d9b1699524842949MKHWomenGreyTypographyPrintedDri-FITT-shirt1.jpg",women,"{'Fabric': 'Polyester', 'Fabric 2': 'Elastane', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Moisture Wicking T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25105072/2023/9/21/064a7d1a-da65-450e-a41c-f9ba1cc8ec4f1695319987517BlissclubWomenBlackMoistureWickingCutOutsT-shirt6.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Elastane', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Women Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29947806/2024/6/12/762a26e0-85cd-43ce-9522-4462e6fe75f11718176952195TheSouledStoreWomenPrintedV-NeckAppliqueT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Polo Collar Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29860603/2024/5/30/afbae1fe-8b7d-4bcc-a448-8a3f28cf5de01717080139344MarksSpencerWomenV-NeckExtendedSleevesPocketsT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Solid T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29968763/2024/6/14/0eb74a31-b4db-457b-9bc7-e9e53441e73a1718379394772TheSouledStoreWomenV-NeckPocketsT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
V-Neck Casual T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28011208/2024/3/4/53fd7b41-d784-413f-9fe1-4a602aeb1fcf1709528359332COLORCAPITALTop1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton Oversized Washed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27069102/2024/4/16/c644448a-0123-4740-b95d-d5a7d2cdc80e1713260839201-Roadster-Women-Tshirts-4271713260838903-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13321952/2021/5/27/59462c77-372a-4deb-9044-588de1d48a181622106633838DressesTommyHilfigerWomenTshirtsTommyHilfigerWomenTshirtsTom1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
LivIn Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15456896/2023/10/13/6adbbe9c-83b4-4523-abb8-dbeb3ce3dbac1697199536257FableStreetWomenBlackLivInPoloCollarT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Women Graphic Tshirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14140684/2023/9/5/5d4da549-e316-477a-a80c-d81cdb633d551693895337952ModaRapidoWomenClassicOff-WhiteGraphicTshirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed'}"
Printed Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/4/tn73kvw3_245e11203a544bbbb67faa90d0c49c3f.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Longline', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
LivIn Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15456890/2021/9/13/9acaa6ad-ad97-45da-a816-d305ff76145e1631553953628FableStreetWomenMaroonPoloCollarPocketsT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Elastane', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual'}"
Printed Round Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8331077/2023/10/17/d3578a1b-9649-48df-952b-ff45b96cf5011697526807412-Roadster-Women-Olive-Green-Printed-Round-Neck-T-shirt-990169-7.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Boxy', 'Length': 'Regular', 'Main Trend': 'Abstract', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Typography Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27387260/2024/2/5/79eb6edb-2913-45fc-af7a-91bf8ba51d431707150072620DollarWomenTypographyPrintedAntiOdourT-shirt1.jpg",women,"{'Fabric': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Sports'}"
Women Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29946580/2024/6/12/8ef5d8fa-f112-4681-9135-51272c6028111718174819224TheSouledStoreWomenV-NeckPocketsT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Drop-Shoulder Sleeves T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13269888/2021/8/3/82910202-8959-4a7c-bc11-fa80754c2a941627966807147-Roadster-Women-Tshirts-571627966806625-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23588732/2023/9/18/fe98e402-209a-4730-ab0c-d3f73b5705d71695037390388-Kook-N-Keech-Women-Tshirts-5581695037390060-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29947807/2024/6/12/a1f335fb-aece-4349-b9ed-02e7fcf2624a1718177201868TheSouledStoreWomenTypographyPrintedAppliqueT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton Casual T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24912100/2023/9/12/94a4f007-efd1-4b9c-911d-34f43f61bcdf1694496613990MINTSTREETWomenCream-ColouredPocketsT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1', 'Occasion': 'Casual'}"
Polo Collar Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29860606/2024/5/30/491f95fd-ca99-488d-835b-1ec2b0eea8b11717080141137MarksSpencerWomenColourblockedV-NeckExtendedSleevesPocketsT-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1', 'Occasion': 'Casual'}"
The Jetsons Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25660658/2023/10/27/315bc53e-3d84-4f9f-bf4b-4b0c4d5792e11698414908376TheSouledStoreWomenPinkPrintedDrop-ShoulderSleevesT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Printed Plus Size Tshirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30306455/2024/7/22/8bd0174a-0cdc-4a46-806b-d9f5333395531721639188043JUNEBERRYWomenPrintedHoodedIndigoPureCottonPocketsT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Striped Round Neck Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9740141/2019/7/25/9f62a7c3-c5ac-4475-abd5-b462cff9bc7b1564058726553-Roadster-Women-Tshirts-7211564058725265-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Striped'}"
Pack Of 3 V-Neck T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28017818/2024/3/4/0c807b4d-f47f-4ef3-b9f9-56cec7abe3511709573620548COLORCAPITALWomen3V-NeckExtendedSleevesPocketsT-shirt1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': '3', 'Neck': 'V-Neck', 'Number of Items': '3', 'Occasion': 'Casual'}"
Tropical Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19388892/2022/8/4/baa29118-afd6-44b0-9b35-71af27a08aa81659628385608MAXWomenPrintedFullSleevesT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Tropical', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed'}"
Pure Cotton Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/30/ktUtHaTv_0c217332013e4bc7bde5832105e8e42d.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Sports T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30093609/2024/9/12/180fa506-71e7-4059-a5ab-2943f4e6b4151726140022455-HRX-by-Hrithik-Roshan-Women-Tshirts-701726140022027-1.jpg",women,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fabric 2': 'Elastane', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Knits', 'Multipack Set': 'Single', 'Neck': 'Round Neck'}"
Women Typography Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29499162/2024/5/28/9466700e-9220-4527-b982-0d7cda6244111716889547427-DILLINGER-Women-Tshirts-5811716889547074-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Running T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22184746/2023/3/27/850d4b78-ba82-4b28-a5cc-4f0f6bf3b3b81679895030802-HRX-by-Hrithik-Roshan-Women-Tshirts-9291679895030292-1.jpg",women,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Printed Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28581376/2024/3/29/60fc8bbb-f139-4366-9516-57c9c660426f1711722413572TheSouledStoreWomenPrintedExtendedSleevesT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Plus Size Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29790758/2024/8/22/f9548520-c081-489f-8b70-096bfe0076a61724319928677-Sztori-Women-Tshirts-4461724319928284-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/4/k7kkysmZ_f750f585a2fa45d588e27f094b0b592b.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Pure Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25552518/2023/10/19/30ef0db4-4f28-4d8a-9987-bb875a290e171697719541838TheSouledStoreWomenOffWhiteGarfieldPrintedRawEdgeT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Printed Lounge T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/5/a48db9d0-0fef-4373-b0e8-6965a258446f1604517160757-1.jpg",women,"{'Fabric': 'Cotton', 'Neck': 'Round Neck', 'Pattern': 'Printed', 'Sleeve Length': 'Short Sleeves', 'Sustainable': 'Regular', 'Type': 'Regular', 'Wash Care': 'Hand Wash'}"
Pure Cotton Striped Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12645756/2023/9/5/e8f58f8e-2120-4b8b-b54a-bbb4e6c7772b1693911372520ChemistryWomenBlueOff-WhitePureCottonRoundNeckStripedT-shirt5.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Striped'}"
Women Pockets T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29905882/2024/9/28/5ac8becd-6f3d-4c1d-afe0-4e6791434e211727530976376-JUNEBERRY-Women-Pure-Cotton-Pockets-T-shirt-181727530976057-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Solid Round Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23669418/2024/8/10/f1ab48ec-a1ba-4557-90da-e38a9aa07fe11723280047374-FableStreet-Solid-Round-Neck-T-shirt-9201723280047290-6.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Solid Square Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/3/25/766c3848-2e03-4c11-afd1-830be5f1d71d1616674731784-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Scoop Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27087534/2024/2/28/a7e979a5-81b1-4779-9344-f55eb858c5931709121166363-Roadster-Women-Tshirts-4661709121165963-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Cotton Oversized  T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28174658/2024/6/10/0b2c3331-d4b1-437c-86f8-03562b6224d61718008606055-Roadster-Women-Tshirts-1821718008605563-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women High Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17569652/2022/3/17/71de142f-58c1-4011-863a-f8339ade55101647521279761FableStreetWomenWhitePureCottonT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'High Neck', 'Occasion': 'Work', 'Pattern': 'Solid'}"
Training Rapid-Dry Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17208054/2022/6/15/6e45db27-476c-484e-acaa-e1c1cce2e2261655286066169-HRX-By-Hrithik-Roshan-Training-Women-Jet-Black-Rapid-Dry-Typ-1.jpg",women,"{'Fabric': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Sports', 'Pattern': 'Printed'}"
Plus Size Relaxed Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28416236/2024/3/21/606e69d3-1e02-45cf-93d4-3b929d7e86691711025096914CURVYSTREETWomenV-NeckExtendedSleevesPocketsT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Oversized Crop T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24297226/2023/8/1/ac012567-6671-4707-848a-b91e4acd15de1690910318643GlobusWomenGreenPrintedPureCottonAppliqueBoxyT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Yoga T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/30/dGmFkT4s_9a7583b315d7492ab7bd1eddd696e94c.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Antiviral Protective Finish T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12193854/2023/11/20/37ebd0fe-a79f-4f9a-acf2-9eda9f7decb91700479585782RoadsterWomenMaroonWhiteAntiviralProtectiveFinishStripedCrop1.jpg",women,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Crop', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual'}"
V-Neck Casual T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28011208/2024/3/4/53fd7b41-d784-413f-9fe1-4a602aeb1fcf1709528359332COLORCAPITALTop1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
