Description,Image,Gender,Specifications
Fitted T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26789888/2024/1/5/ee7bc2e7-9627-48a9-a07a-63271af4b5701704448710605HMFittedT-Shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Elastane', 'Fit': 'Regular Fit', 'Length': 'Crop', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Ribbed Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/10/YIXUODUX_a464d243eeb04c9f90ab13bf7c1f49a5.jpg",women,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Pack Of 3 Relaxed Fit T-shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28017872/2024/3/4/42983507-c028-403d-ab1b-52dd36867fc71709573574260COLORCAPITALWomen3V-NeckPocketsT-shirt1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': '3', 'Neck': 'V-Neck', 'Number of Items': '3', 'Occasion': 'Casual'}"
Striped Sports T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30093605/2024/9/12/b4ee728c-f20a-46b0-8a52-588358e658fc1726139440818-HRX-by-Hrithik-Roshan-Women-Tshirts-4171726139440460-1.jpg",women,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fabric 2': 'Elastane', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck'}"
Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25700884/2023/10/31/e0e6819e-e1f5-4da6-95af-3737f78214151698762881489TheSouledStoreWomenLimeGreenPrintedRawEdgeT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Pockets T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29905881/2024/6/6/483c3612-42cb-4758-8e1d-11291e2d5e781717660041755JUNEBERRYWomenPureCottonPocketsT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Boat Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Oversized Crop T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24297226/2023/8/1/ac012567-6671-4707-848a-b91e4acd15de1690910318643GlobusWomenGreenPrintedPureCottonAppliqueBoxyT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
V-Neck Casual T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28011208/2024/3/4/53fd7b41-d784-413f-9fe1-4a602aeb1fcf1709528359332COLORCAPITALTop1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Cotton Oversized Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22957212/2023/12/12/2810a4b0-eb7e-4958-8842-a8738ab2b43e1702377562191-Bewakoof-Pink-Graphic-Printed-Cotton-Oversized-Fit-T-shirt-6-11.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Unisex Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/3/sJw30pMa_471efc1726dd4cd38b2c456050a98875.jpg",women,"{'Character': 'Snoopy', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Placement Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Pack Of 3 V-Neck T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28017818/2024/3/4/0c807b4d-f47f-4ef3-b9f9-56cec7abe3511709573620548COLORCAPITALWomen3V-NeckExtendedSleevesPocketsT-shirt1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': '3', 'Neck': 'V-Neck', 'Number of Items': '3', 'Occasion': 'Casual'}"
Pure Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29967418/2024/8/20/c417ba8c-4d4b-489f-b4ce-3d520024a9c81724137587109-Mast--Harbour-Women-Tshirts-4351724137586710-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20528058/2023/9/11/e3af795e-5745-4740-b743-222eec3046fa1694408278210maxWomenTealPrintedCottonT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed'}"
Printed Sports T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30093609/2024/9/12/180fa506-71e7-4059-a5ab-2943f4e6b4151726140022455-HRX-by-Hrithik-Roshan-Women-Tshirts-701726140022027-1.jpg",women,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fabric 2': 'Elastane', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Knits', 'Multipack Set': 'Single', 'Neck': 'Round Neck'}"
Unisex Printed Cotton T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25324392/2023/10/5/972fcf78-172b-44e3-a157-55118b1fa8e81696520249654AeroArmourUnisexYellowPrintedRawEdgeT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Varsity Printed Boxy T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30745761/2024/9/18/fcf146fd-674f-49a5-b689-5e0ab5c022cb1726623361639-DressBerry-Women-Varsity-Printed-Drop-Shoulder-Sleeves-Boxy--1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Boxy', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Women Pockets T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29905882/2024/9/28/5ac8becd-6f3d-4c1d-afe0-4e6791434e211727530976376-JUNEBERRY-Women-Pure-Cotton-Pockets-T-shirt-181727530976057-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Solid Round Neck Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/12/Lp4QG28Z_f994f9a09e7242ea9396562ca6bd320b.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Crop', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Relaxed Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11296064/2020/7/31/2aaba02b-4459-4cbf-853c-8c2f5e4b26e81596171939000-Roadster-Women-Tshirts-4891596171937188-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Colourblocked'}"
Pure Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25796268/2023/11/7/99a08c8e-f05c-4d09-ad5a-8ef81550d9b61699364923681JUNEBERRYWomenBlackTypographyPrintedDrop-ShoulderSleevesAppl1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Solid T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/22/9wGyFof4_3308ce044ade480496882286cf4c95f2.jpg",women,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Printed  Pure Cotton T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30245579/2024/7/19/c9e53f01-d513-4e96-80e5-3c66dea6754f1721364416342HMPrintedPureCottonT-Shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Oversized Crop T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23961142/2023/7/10/d0f6f637-07ad-49b5-94e6-86c27b198e6b1689004059868GlobusWomenGreenPrintedV-NeckT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/4/Nycde3rk_b0c4e4125c364b41887c264ea1de8a06.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Oversized Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29912107/2024/9/17/a7a0e5eb-f44a-4956-ac5e-1ee5dd22e3221726558529268-Roadster-Women-Tshirts-1171726558528778-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pack Of 2 V-Neck T-shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28017664/2024/3/4/260c200d-61b9-4170-a2b0-30e94d3a06341709550503519COLORCAPITALWomen2V-NeckExtendedSleevesPocketsT-shirt1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': '2', 'Neck': 'V-Neck', 'Number of Items': '2', 'Occasion': 'Casual'}"
Printed Raglan Sleeve Crop Tee,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30324646/2024/9/18/78bc6318-249c-4417-ad08-bb758bdfeb141726651609928-DressBerry-Monochrome-Minimalist-Printed-Raglan-Sleeve-Crop--1.jpg",women,"{'Fabric': 'Polyester', 'Fabric 2': 'Elastane', 'Fit': 'Regular Fit', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Printed Casual T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28871804/2024/7/17/b879587c-d791-4b79-ab39-d45e660383521721195307435-HRX-by-Hrithik-Roshan-Women-Tshirts-5321721195307025-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Geometric Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25473346/2024/5/15/13291b74-fac5-44c9-9cb3-11757a85100c1715765704814-Levis-Women-Tshirts-3421715765704438-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Cotton Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/30/9dO4GCWw_31b5f4d95d0b46409a9df3365980a808.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Unisex Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29956225/2024/6/13/946a47f3-2fb0-437d-ac5b-18b1937e1fca1718264569890MODECRUUnisexPrintedPocketsT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Relaxed Fit V-Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26548164/2023/12/20/7f525099-7b74-4be8-adbc-26fb170b08421703080345706COLORCAPITALMulticolouredTop1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28860500/2024/5/30/470367f2-1f0e-460f-ada7-18e702ea23ac1717060367761HMPureCottonPrintedT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Relaxed Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24991336/2023/9/16/6118ea86-808a-4585-93b5-c51c0d798abc1694805896880BewakoofWomenGreenTypographyPrintedPocketsT-shirt1.jpg",women,"{'Character': 'Tom & Jerry', 'Fabric': 'Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Pack Of 3 Relaxed Fit T-shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28017872/2024/3/4/42983507-c028-403d-ab1b-52dd36867fc71709573574260COLORCAPITALWomen3V-NeckPocketsT-shirt1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': '3', 'Neck': 'V-Neck', 'Number of Items': '3', 'Occasion': 'Casual'}"
Printed Round Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/30/hFBTHVpF_8af05bd2301745bfbba7baa87e83be77.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Pattern Coverage': 'Chest'}"
Graphic Relaxed Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30191390/2024/9/21/5b8b1868-ca6d-49e0-bacb-f99139e5c3011726902707651-DressBerry-Women-Tshirts-3821726902707256-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Brand Logo Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23687152/2023/7/10/91de4ec0-f3c3-4b0c-a58e-98a014d1cb4d1688987169901-Levis-Women-Brand-Logo-Print-Knitted-Pure-Cotton-T-shirt-834-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Nautical', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/30/b3B7FQ98_b7196293cf164499aefe9136c65ae402.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Solid Round Neck Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8339501/2019/3/7/1b5bfee9-743c-469d-a474-b0d21b63521b1551959676940-Roadster-Women-Olive-Green-Solid-Round-Neck-T-shirt-93415519-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Utility or Military Inspired', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Women Pockets T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29905881/2024/6/6/483c3612-42cb-4758-8e1d-11291e2d5e781717660041755JUNEBERRYWomenPureCottonPocketsT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Boat Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Typography Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29499146/2024/5/28/7c92907d-d645-4145-972d-b3914191bd861716889552380-DILLINGER-Women-Tshirts-9721716889552089-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Embroidered T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27040538/2024/1/25/4e5afcef-29ad-4023-b9d6-6c157db79c021706183199481-Women-Black-chest--Back-Embroidery-Round-Neck-Boxy-Drop-Shou-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Pockets T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29905885/2024/9/28/e790671e-fce6-4d9b-9fad-8de699308eb91727530992384-JUNEBERRY-Women-Drop-Shoulder-Sleeves-Pure-Cotton-Pockets-T--1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/30/DA566Im4_fe3e52ff5d684fedad48176b72b14e98.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Abstract', 'Multipack Set': '2', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Pure Cotton T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27873842/2024/3/5/e4a9b6a3-5ff4-4816-adeb-10540fb9a4551709629328736DILLINGERGraphicPrintedOversizedPureCottonT-Shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25796272/2023/11/7/53361983-2892-465d-9e75-ea00b817368d1699364931645JUNEBERRYWomenBlackPrintedRawEdgeT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24405466/2024/1/9/f6084313-d306-4516-b6f4-5772d091c3921704792886223-Roadster-Women-Tshirts-6341704792885915-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Slim Fit', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Printed Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27572180/2024/3/5/57d31725-15b7-4e0f-9ce3-4e8f03efa63e1709620094155-CHKOKKO-People-and-Places-Printed-Round-Neck-Drop-Shoulder-S-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Women Pockets T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29905883/2024/9/28/f1585a96-4b64-4eb5-b2c9-93c113151e701727530981771-JUNEBERRY-Women-Drop-Shoulder-Sleeves-Pure-Cotton-Pockets-T--1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30010577/2024/9/21/53f4bcca-6051-4476-ab93-eb0a82291cfe1726907894934-Roadster-Women-Tshirts-2061726907894382-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
