description,image_url,gender,item_type,specifications
Stand Collar Three-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28592580/2024/3/30/b0bfb779-a60d-4b3f-bff2-b34ccaeb496b1711797438492Suits1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Polyester', 'occasion': 'Ethnic', 'fit': 'Regular Fit', 'sleeve_length': 'Long Sleeves'}"
Three Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26353552/2023/12/11/0c4ad37c-e5bb-4a0b-8997-8c33bb3427561702266561153LuxeThreePieceNavyTexturedFormalSuit-Vestin1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Wool Blend', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Two-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23644130/2023/6/15/cdd21311-fbb6-4a08-8e95-e64e3a9d7c261686827492988MenNavyTexturedSlimFitFormalTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Textured Two Piece Party Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28021324/2024/3/5/21b0e317-2191-46c5-afe6-25719f4271321709614918266AllenSollyMenSelf-DesignSlim-Fit2-PcSuit1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Polyviscose', 'occasion': 'Party', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Three-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29686716/2024/5/22/6847a683-da96-42b6-bc83-f8906d0c0a8a1716360228151Suits1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Regular Fit', 'sleeve_length': 'Long Sleeves'}"
Single-Breasted 4-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/3/yaJmjqLR_438028cd81a1493ca16dd362d8bd7190.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Formal Three-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21643918/2023/1/24/ab2e0cfc-ee4d-47ed-ad6d-7346bba689011674551004113ArrowMenReversibleSingle-BreastedFormalThree-PieceSuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Regular Fit', 'sleeve_length': 'Long Sleeves'}"
Men Single Breasted Slim Fit 3-Peice Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21643912/2023/1/20/b4901817-2504-44f9-80c7-e31e21e05ade1674215599666ArrowContrastWaistcoatSelfDesignThreePieceSuit1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Regular Fit', 'sleeve_length': 'Long Sleeves'}"
Men Slim-Fit Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20654682/2023/1/25/a36e31e2-0f29-46ed-99fe-07cc5613a2771674630150448-Louis-Philippe-Men-Suits-3631674630149641-1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Single-Breasted Two-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28845824/2024/4/10/1a61196c-0b1c-4c0d-9272-4c99798f48ff1712752575696MenGreyCheckSlimFitFormalTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Slim-Fit Two-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27816378/2024/2/23/d2f371b7-82da-46e4-a166-3a5b0c90a8ca1708671739548MenNavySlimFitSolidFormalTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Tailored Fit Single-Breasted Two-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21005106/2022/11/30/668a8275-2f56-4f44-90d9-6739b6b1ec1b1669810220363Suits1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Terylene', 'occasion': 'Formal', 'fit': 'Tailored Fit', 'sleeve_length': 'Long Sleeves'}"
Three-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26078862/2023/11/27/bacc8e4d-79b9-426a-a01a-3e6cc7ebcff217010815608593PIECESLIMFITDOBBYSUITS1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Striped Three-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25809872/2023/11/8/fa0b5d63-e1a0-40ab-964d-e9e78ca836e51699432213689ThreePieceGreyStripedFormalSuit-Strippey1.jpg",men,suits,"{'pattern': 'Striped', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Two-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29709346/2024/5/22/0ba308eb-0aa2-463c-a0b0-38e80359bf6617163738168711SBSLIMFITMILANGESUITS1.jpg",men,suits,"{'pattern': 'Printed', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Slim-Fit Two-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28188168/2024/3/11/89e5009d-05bf-4a59-aa88-e7990bd950fb1710161198128MenGreySlimFitTexturedFormalTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Pure Wool', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Single Breasted 3-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21279864/2022/12/22/2b05e362-1350-491a-b09e-abd959d0066c1671716914251LouisPhilippeMenCheckedSingleBreastedSlimFit3-PeiceFormalSui1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Slim Fit Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14022002/2021/4/22/914e7f97-560b-4d22-9a3d-a92af7385ca11619070262820-Louis-Philippe-Men-Suits-7091619070261796-1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Two Piece Formal Bandhgala,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28668736/2024/4/3/92bf308c-07aa-4998-a847-70a77ff4b1671712149596022MenNavyRegularFitTexturedFormalTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Two-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27289398/2024/1/31/8b93da1e-eb5c-4a75-aec5-0eb890f963741706697039100MenBlackSlimFitPrintPartyTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
3-Pieces Slim Fit Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25609970/2023/10/25/2ddf36cf-921d-411a-8238-7c57dc30b5331698229799136AllenSollyMen3-PeiceSingleBreastedSlimFitFormalSuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Textured Slim-Fit Single-Breasted Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20276762/2024/9/28/5a3dfe57-24bf-48e9-9549-6fea636244da1727541198447-Peter-England-Elite-Men-Purple-Textured-Slim-Fit-Single-Brea-1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Three-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19856890/2022/9/9/36a8f077-1549-43fc-a401-c2bb69c51f2f1662714387503MenNavyTexturedSlimFitFormalThreePieceSuit1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Single-Breasted 2-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/20/1HwxE6vC_33de7fe42a9f46179591cefc850b0d00.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Single-Breasted Two-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29833458/2024/5/28/d645863d-db04-42f1-8590-7971d35e2a491716890182004MenNavySlimFitSolidFormalTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Solid Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13068188/2024/9/28/bdf82956-9cff-426c-960f-e4a2d9d2ed971727538841710-Van-Heusen-Men-Khaki-Solid-Single-Breasted-Slim-Fit-Formal-S-1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Terylene', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Slim-Fit Three-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/5/YXfFYTzS_4a18016741c44c63a5332d466e4c56b9.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Solid Three-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30120014/2024/7/5/93d35f34-2924-46af-8a2e-f13a7ace498f1720161749738PeterEnglandEliteSlim-FitSingle-BreastedThree-PieceFormalSui1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Single-Breasted Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/3/enKLdb5k_d1d772c2177045789c1d73682d312717.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Slim-Fit Three-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29709398/2024/5/22/88ce3592-31a3-48fc-a486-b39e7480d04317163906914093PIECENACHECKSUITS1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Slim-Fit Three-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29709354/2024/5/22/8bba2d42-6e62-42d3-b16a-b1190498396f17163887916923PIECESLIMFITYARDDYEDDOBBYSUITS1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Three-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27748176/2024/2/21/7a46e2c9-2e45-4538-bbcc-fdc04eeaf90b1708503404497ThreePieceLightGreySolidFormalSuit-Raylit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
3 Piece Single-Breasted Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22436230/2023/3/20/a149d11b-e724-4552-9f4b-dc11361441d21679308144668ArrowMenTealHudsonTailoredFitThreePieceSuit1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Terylene', 'occasion': 'Formal', 'fit': 'Tailored Fit', 'sleeve_length': 'Long Sleeves'}"
Slim-Fit Two Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28518816/2024/3/26/28219680-ec2c-4391-97c6-66faafc9e5d41711462899215MenBlackSlimFitSolidFormalTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Pure Wool', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Slim-Fit Two-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28188172/2024/3/11/57c0a48b-2e60-4cf9-af73-5c8fcfea280d1710170211384MenBlackSlimFitTexturedFormalTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Pure Wool', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Slim Fit Four Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26595060/2023/12/22/da7656c6-1223-444e-b049-06b50b3b49011703218313106MenNavyTexturedSlimFitFormalFourPieceSuit1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Pure Wool', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Two-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28845696/2024/4/10/43c45f77-2f73-47f0-b46b-d0875701b7971712751585952MenNavySlimFitSolidFormalTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Three-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27595352/2024/2/14/7ed17063-e39a-494e-9182-228c4a86a5431707902786330MenPinkSlimFitTexturedPartyThreePieceSuit3.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
3-Pcs Slim Fit Formal Suits,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27025064/2024/1/20/8c922f53-548d-42db-b36f-1b40e077ac6a1705761018532AllenSollySingle-breastedSlimFitFormalThreePieceSuits1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Slim Fit Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21905182/2023/3/9/cdd4efc6-4c93-41fd-ae07-0b949e57c9b31678348080496-Louis-Philippe-Men-Suits-6191678348079636-1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Slim Fit 3-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20654676/2023/1/24/59ec5eb1-5dbd-4f5f-bcaf-55268d9881a61674556125061-Louis-Philippe-Men-Suits-5521674556124347-1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Embroidered Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29075118/2024/4/19/d57b396e-162d-456a-9b8e-ea2e8381f91e1713535111857MenEmbroideredfive-piecetuxedosuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Cotton Blend', 'occasion': 'Ethnic', 'fit': 'Regular Fit', 'sleeve_length': 'Long Sleeves'}"
Three-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27748194/2024/2/21/88317d51-8e02-45d1-b8f7-d47c635b339b1708494738581LuxeThreePieceBlackSolidFormalSuits-Jetz1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Pure Wool', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Slim Fit Single-Breasted Pure Woolen Three-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21382802/2023/1/2/d51814b0-dbce-4256-8f68-9ffc412ad52d1672643254743Suits1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Wool Blend', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Checked Single-Breasted 2-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20358652/2022/10/11/5239bd69-6d58-4b26-93f8-d970e184a5d51665483618326ArrowMenNavyTailoredRegularFitWindowpaneCheckTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Regular Fit', 'sleeve_length': 'Long Sleeves'}"
2-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25920524/2023/11/17/ac784985-8398-474c-980b-868abd2e15481700221352051MenBlueSlimFitTexturedFormalTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Two Piece Party Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24866094/2023/9/8/ef98a7a8-2014-4db6-8013-fda829618ad01694157731111MenNavySlimFitSolidPartyTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Party', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Slim Fit 3-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13825174/2021/5/28/bcea6591-90dc-4a3b-ac99-2ab753e030fe1622182291232-Louis-Philippe-Men-Navy-Blue-Checked-Slim-Fit-Single-Breaste-1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
3-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26117766/2023/11/29/6aa52f5b-902e-47b2-a8a0-472396ef55811701243503379MenBlackSlimFitCheckFormalTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Pure Wool', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
3-Piece Single-Breasted Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28348450/2024/4/1/b4ac72e7-3f14-440d-853a-e18344f150241711958762017TwillThreePieceSuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Terylene', 'occasion': 'Formal', 'fit': 'Regular Fit', 'sleeve_length': 'Long Sleeves'}"
Men 3 Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20654664/2023/1/5/c42e8e1c-bd58-43b7-9ed6-596bab4eb5d51672916177462-Louis-Philippe-Men-Suits-5301672916176432-1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
SlimFit Single-Breasted Blazer,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30209532/2024/7/13/029935ff-9c8d-4a85-b475-5aa411da338717208624285002SbSlimFitNaSuits1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Formal Suit 3-Piece,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16065574/2021/11/11/700ce7d2-9f7e-41c6-8c5b-087e2b13f5441636634417394PeterEnglandNavyThreePieceSuit1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
3-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14886536/2021/12/3/efdedb29-429e-4dce-88f3-65739a7b064d1638537126563PeterEnglandMenNavyBlueSelf-designNeoSlimFitSingle-Breasted31.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Terylene', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Checked Three-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27842366/2024/2/24/aaa065b3-404d-4b49-adb4-ad6222b12d3c1708771738318TailoredRegularFitThreePieceSuit1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Regular Fit', 'sleeve_length': 'Long Sleeves'}"
Slim Fit Two Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28668748/2024/4/3/d86436fb-8244-466a-9cbe-9edf61c32d4a1712146751713MenGreenSlimFitCheckFormalTwoPieceSuit1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Single-Breasted 4-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30232329/2024/7/16/794fb4bc-4f08-47ca-8939-4dce0e32e1ce1721123250319VanHeusenSlim-FitSingle-BreastedLongSleeve4-PieceFormalSuit1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Polyviscose', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Slim-Fit Two-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24073104/2023/9/8/bc4b54e0-6dc3-4b45-ab91-6f081305127f1694153349209-Louis-Philippe-Men-Suits-4611694153348386-1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Two-Piece Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/3/25/2d20ee69-7fce-4406-bb85-3919418893a01553517287435-1.jpg",men,suits,"{'pattern': 'Self Design', 'fabric': 'Wool Blend', 'occasion': 'Formal', 'fit': 'Regular Fit', 'sleeve_length': 'Long Sleeves'}"
Men Single-Breasted Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8691571/2019/2/1/96384c44-29d9-4cff-9e8b-1deb11c800601549024273561-Louis-Philippe-Men-Navy-Blue-Solid-Slim-Fit-Single-Breasted--1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Wool Blend', 'occasion': 'Formal', 'fit': 'Regular Fit', 'sleeve_length': 'Long Sleeves'}"
Men Three-Piece Tuxedo,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11901344/2020/6/11/302a3666-2d2e-4b3a-ba91-473cbd0174521591895097313TrousersBlackberrysMenTrousersBlackberrysMenTrousersBlackber1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Party', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Three Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29245970/2024/4/29/457076a6-d2e2-414e-bd11-96f07d7926131714399361638Suits1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Terylene', 'occasion': 'Formal', 'fit': 'Regular Fit', 'sleeve_length': 'Long Sleeves'}"
checked 4 Piece Party Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28155292/2024/3/9/a748b349-0786-4abb-9b95-b85f3a89bbce1709982585211MenBlackCheckSlimFitFormalFourPieceSuit1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyviscose', 'occasion': 'Party', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Three-Piece Formal Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26692904/2023/12/27/3afe9672-0f64-4c9f-b815-592bb0ea6e601703682381589MenNavySlimFitSolidPartyThreePieceSuit1.jpg",men,suits,"{'pattern': 'Solid', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
Men Slim Fit Suit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15926344/2021/11/15/9c73e3e9-be47-49c5-80e9-6d1bd496632a1636954815228-Louis-Philippe-Men-Suits-2371636954814277-1.jpg",men,suits,"{'pattern': 'Checked', 'fabric': 'Polyester', 'occasion': 'Formal', 'fit': 'Slim Fit', 'sleeve_length': 'Long Sleeves'}"
